<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160329,000000,359.1467219,363.8420168,357.1278981,363.6533893,4708
20160330,000000,364.7851542,366.5541740,362.7918205,363.3373108,4669
20160331,000000,363.4341736,365.9729975,363.1078990,363.3882912,4722
20160401,000000,362.6439774,368.8839783,360.8290751,368.2671155,4716
20160404,000000,368.3588802,373.4365280,368.3588802,371.8408415,4701
20160405,000000,370.5051550,371.1373120,366.4369191,367.5075075,4724
20160406,000000,367.8286840,377.8412346,367.8286840,377.7239797,4704
20160407,000000,377.4028032,377.5863326,371.6879003,373.5384888,4715
20160408,000000,373.9667242,375.8631951,370.1992726,371.8765278,4715
20160411,000000,371.9784886,373.2428025,368.5271155,369.1031940,4707
20160412,000000,369.1439784,372.9624103,368.9808411,372.1416259,4726
20160413,000000,372.6004495,376.2047638,372.1263318,375.8326068,4721
20160414,000000,375.9090774,377.4180973,375.0271165,376.2251559,4717
20160415,000000,376.2251559,376.5565285,373.3651555,375.8988814,4727
20160418,000000,375.8988814,379.6306466,374.7875086,379.2380976,4804
20160419,000000,379.3706466,382.2459412,378.1318229,379.8294702,4770
20160420,000000,380.0486859,383.9588826,380.0486859,382.0522156,4719
20160421,000000,382.0165294,385.2537848,381.7208430,384.4380984,4746
20160422,000000,384.4839807,386.6098634,383.0463334,385.5545691,4720
20160425,000000,385.4577064,385.4577064,382.8220197,383.8824120,4733
20160426,000000,383.9486865,384.3004513,380.9969214,382.2459412,4690
20160427,000000,382.2663333,383.2859413,380.0028036,381.5679018,4720
20160428,000000,381.4251567,384.1475101,378.0604503,379.7835878,4848
20160429,000000,379.3502544,379.3502544,371.8663317,374.0890772,4720
20160502,000000,374.1094693,376.3322148,372.9573123,376.2914304,4718
20160503,000000,376.2353520,377.1122149,373.3600574,374.6651557,4755
20160504,000000,374.4510380,374.4510380,369.7557432,370.7804492,4708
20160505,000000,370.9996649,372.6208416,369.7761353,372.1263318,4791
20160506,000000,371.9835866,371.9835866,367.0333898,370.1329981,4725
20160509,000000,370.1737824,375.8479010,370.1737824,374.5682929,4700
20160510,000000,374.7314302,377.8820189,374.7314302,377.8004503,4701
20160511,000000,377.8310385,377.8310385,372.7177044,372.7482926,4703
20160512,000000,372.8349593,373.9514301,367.9561350,370.1431942,4693
20160513,000000,369.5110372,372.0753514,369.1847627,369.8475079,4695
20160516,000000,369.8679000,375.7612343,369.7149588,375.2871166,4710
20160517,000000,374.4918223,375.2259401,369.8169196,371.2392728,4726
20160518,000000,371.1373120,374.3031948,370.0463314,372.4933906,4691
20160519,000000,372.4118220,372.4118220,366.8141741,369.3580960,4689
20160520,000000,369.4447627,373.8341752,369.4447627,372.7686848,4542
20160523,000000,372.8349593,373.0337829,371.3004493,371.4177042,4715
20160524,000000,371.9020180,377.5812346,371.9020180,376.9898619,4548
20160525,000000,378.0808425,380.2271173,377.9686856,379.5694702,4524
20160526,000000,379.4369211,380.1098624,378.1929994,379.2584897,4583
20160527,000000,379.3145682,381.9043725,379.3145682,381.3894704,4565
20160531,000000,381.5016273,383.2247648,380.6859409,382.0165294,4739
20160601,000000,382.0063333,384.4228042,380.7114311,383.5000590,4698
20160602,000000,383.5663335,388.7510402,383.5663335,388.7510402,4718
20160603,000000,388.5522166,388.5522166,384.0200591,386.9820203,4691
20160606,000000,387.0024125,390.0459424,385.9522162,389.4902560,4712
20160607,000000,388.6643735,388.6643735,385.7992750,386.7730007,4733
20160608,000000,386.7679026,388.8988834,385.8910398,388.6286872,4723
20160609,000000,388.4298637,390.0510404,386.3090790,387.4255498,4702
20160610,000000,385.6871182,385.6871182,382.0980980,383.5561374,4701
20160613,000000,383.4898629,385.0702553,380.4463330,380.4871174,4697
20160614,000000,380.2424114,381.0122155,377.7290777,380.9612351,4704
20160615,000000,382.1031960,382.5620196,378.1828033,378.5396661,4430
20160616,000000,377.5608424,380.1965291,375.4043715,379.6663329,4691
20160617,000000,379.7580976,379.7631957,374.3694694,375.4145676,4729
20160620,000000,375.7510382,380.8337841,375.7510382,377.9686856,4690
20160621,000000,379.1871172,379.6561368,375.7102539,376.6737834,4635
20160622,000000,376.6533913,382.1082941,376.5871168,377.9686856,4692
20160623,000000,378.4275092,382.8933922,378.4275092,382.8933922,4712
20160624,000000,382.2357451,382.2357451,371.2290767,371.7847631,4696
20160627,000000,371.5961356,371.5961356,364.5404482,366.0392720,4658
20160628,000000,366.7733898,373.6506457,366.7733898,373.6455477,4730
20160629,000000,374.1502536,381.2977057,374.1502536,380.4667252,4722
20160630,000000,380.5126076,383.8875100,379.0800583,383.8722159,4736
20160701,000000,383.8926081,387.2624125,383.3471178,386.4467261,4704
20160705,000000,386.0592751,387.2726086,384.6675102,385.9165300,4688
20160706,000000,385.7839809,390.7698640,384.7337847,390.3620208,4715
20160707,000000,390.3365306,391.5549622,388.1953538,389.9694718,4807
20160708,000000,390.2396679,394.9247666,389.7247658,394.2773156,4722
20160711,000000,394.2620214,396.0004531,393.5279037,393.6502566,4721
20160712,000000,393.8898645,396.1177080,393.8898645,395.2816294,4702
20160713,000000,395.5722177,396.9894728,394.4608450,394.7769235,4705
20160714,000000,394.9553549,397.0506493,394.6647666,396.1024139,4727
20160715,000000,396.1941786,398.7737868,395.6894726,396.2094727,4714
20160718,000000,396.3012374,397.0761395,394.9145706,396.2502570,4707
20160719,000000,395.7251589,397.6369239,394.1855508,395.3326098,4781
20160720,000000,396.6122179,399.9004537,396.5306492,399.1306496,4684
20160721,000000,399.8035909,401.4910422,398.8706496,400.5835910,4701
20160722,000000,400.7824146,401.8988854,399.3855516,401.5216304,4712
20160725,000000,401.6082971,401.7408461,398.5545711,400.9251597,4845
20160726,000000,400.9914342,400.9914342,398.8043751,400.4000616,4733
20160727,000000,400.3592773,403.0459444,398.9777084,402.1537874,4741
20160728,000000,401.9753560,403.1071208,400.0788851,402.2761403,4686
20160729,000000,402.0110422,404.1063367,401.3482970,403.6526111,4710
20160801,000000,404.1318269,408.0267294,404.1318269,406.2781017,4717
20160802,000000,406.2169252,406.5635920,401.8682971,404.3255524,4706
20160803,000000,403.8820229,404.0553563,402.3118266,403.5047680,4678
20160804,000000,404.0502582,404.0859445,402.0263364,402.5259443,4698
20160805,000000,402.7502580,403.7035915,400.5937871,403.6781013,4700
20160808,000000,403.4741797,403.4741797,398.8502574,400.0890812,4736
20160809,000000,400.3133949,402.2200619,400.3133949,400.9302578,4735
20160810,000000,400.8945715,400.8945715,397.8816298,398.8196692,4652
20160811,000000,399.0745712,401.5420226,399.0745712,401.0679048,4698
20160812,000000,400.2981008,400.4459440,398.7075123,400.4204538,3620
20160815,000000,400.8282970,402.0008462,400.6243754,401.1290813,4602
20160816,000000,400.4153557,400.4612381,397.2494729,397.2800611,4612
20160817,000000,397.7337867,398.1059436,395.3479040,397.8765318,4698
20160818,000000,397.6675122,398.8910418,396.7294728,398.2181005,4695
20160819,000000,397.7898651,397.7949632,395.7659432,397.6471200,4699
20160822,000000,398.3506495,400.4255518,397.8969240,398.9012378,4684
20160823,000000,400.1145714,401.5624147,399.1765320,399.4212379,4708
20160824,000000,399.4569242,400.1859439,391.9475113,392.7122173,4715
20160825,000000,392.3808447,393.5839821,387.9149616,389.8012364,4698
20160826,000000,390.2141777,393.2882958,389.1231971,391.3459426,4590
20160829,000000,391.8761387,393.3698644,390.6628052,392.4318251,4709
20160830,000000,392.1565309,392.6816290,390.2141777,390.8922170,4610
20160831,000000,390.8310405,390.9228052,388.3330009,389.6431972,4558
20160901,000000,389.8114325,390.0969228,387.0584909,388.9753540,4518
20160902,000000,390.1173149,390.1224130,388.2922166,389.3933932,4552
20160906,000000,389.7604521,391.9169230,389.6228050,391.0910406,4698
20160907,000000,390.6831974,392.5337859,390.0306482,391.1114327,4705
20160908,000000,390.6577072,392.0749623,389.7247658,391.8557466,4679
20160909,000000,389.5055501,389.5055501,383.8008434,383.8008434,4357
20160912,000000,382.3020196,390.7647660,382.3020196,390.0510404,4295
20160913,000000,388.0730009,388.0730009,382.4039804,384.3004513,4496
20160914,000000,384.7541768,387.4000596,383.3216276,384.6420200,4630
20160915,000000,384.5451572,390.0357463,383.5051570,388.9039814,4640
20160916,000000,388.7867265,389.9031972,387.6855498,389.4290795,4684
20160919,000000,390.0204522,391.2388837,387.7365302,388.0780989,4660
20160920,000000,389.8726090,390.6984915,389.3475109,389.5769227,4670
20160921,000000,390.3620208,393.8592763,388.0831970,393.3290801,4375
20160922,000000,394.6239823,396.7294728,394.6035901,396.2247668,4530
20160923,000000,395.8118256,396.4439826,394.7259431,394.7259431,4702
20160926,000000,393.4514331,393.4514331,389.2098638,389.9439816,4557
20160927,000000,389.6635894,392.9977075,388.7459422,392.9824134,4675
20160928,000000,393.1710409,393.2628056,390.1326090,392.3604525,4673
20160929,000000,392.0035897,392.2686878,383.9792748,385.0141769,4728
20160930,000000,385.7482946,390.1326090,385.4984907,388.9243736,4724
20161003,000000,388.0322166,388.7051578,385.6004515,388.4247656,4710
20161004,000000,388.6541774,389.9898639,385.9267260,387.7773146,4785
20161005,000000,388.2820205,390.3671189,388.2820205,389.3118246,4721
20161006,000000,388.3737852,388.3737852,385.5596672,387.1094713,4717
20161007,000000,387.8282950,388.7969226,384.9377063,387.4663341,4714
20161010,000000,388.6592755,390.6730013,388.0933930,389.3933932,4712
20161011,000000,387.8894714,388.0067264,377.8361366,379.4267250,4677
20161012,000000,379.7224114,380.6808429,376.6482932,376.8012344,4724
20161013,000000,375.0679008,378.5345680,374.2726066,377.1071168,4692
20161014,000000,378.0502542,378.7282936,374.2318223,374.2318223,4710
20161017,000000,374.1145674,374.5580968,372.1875082,373.4416261,4908
20161018,000000,374.6192733,378.4224112,374.6192733,377.5965287,4915
20161019,000000,377.8871170,378.3765288,376.0569206,376.1639794,4916
20161020,000000,376.2506461,378.9729995,376.1333912,378.0655484,4917
20161021,000000,377.5149600,377.5149600,374.2165282,375.0780969,4916
20161024,000000,376.2251559,376.9847639,374.4867243,374.5631949,4919
20161025,000000,374.2522144,375.1545675,373.0235868,373.3141751,4916
20161026,000000,373.1612339,373.1612339,369.0573117,370.2859393,4917
20161027,000000,371.7949592,374.2165282,370.9741747,371.3973120,4916
20161028,000000,369.7710373,369.7710373,364.3110364,365.3051542,4890
20161031,000000,365.7537818,365.7537818,363.0263304,363.1996637,4918
20161101,000000,363.5361344,364.3620168,358.3514277,361.6549576,4915
20161102,000000,361.1961340,363.2047618,359.3098592,359.4169180,4910
20161103,000000,360.2326044,361.4714282,355.1447605,355.4506429,4918
20161104,000000,355.4863292,360.8392712,355.4863292,358.4737806,4920
20161107,000000,360.6455457,368.5780959,360.6455457,367.5482918,4916
20161108,000000,366.5388799,371.2188806,364.8922130,368.7055469,4874
20161109,000000,370.5357433,385.2639808,370.5357433,381.2722155,4753
20161110,000000,383.5561374,387.5428047,382.6130000,385.6259417,4713
20161111,000000,384.4380984,384.4380984,378.6926073,380.4412350,4815
20161114,000000,381.0682939,381.4353528,378.9577054,379.8396663,4854
20161115,000000,380.0333918,381.2722155,377.2549600,381.0733920,4858
20161116,000000,380.8847645,381.6647646,378.7384896,379.0137838,4895
20161117,000000,379.2737838,381.2008430,378.5447641,381.1600586,4880
20161118,000000,380.9663331,381.2620194,376.7400580,376.9592737,4880
20161121,000000,377.3161365,378.7741759,377.3161365,378.2490778,4916
20161122,000000,378.2796660,378.9424112,370.2247628,372.7380966,4917
20161123,000000,370.3063315,374.4663321,367.0741741,374.4612341,4879
20161125,000000,375.0984891,376.2557442,374.3949596,376.0926069,2760
20161128,000000,375.7204500,375.7204500,372.2231945,372.4729985,4917
20161129,000000,373.2529986,376.2404500,373.2479006,374.9608420,4911
20161130,000000,375.1851558,375.1851558,370.8926061,370.8977041,4880
20161201,000000,371.4024101,371.8714298,367.0384878,367.7471154,4912
20161202,000000,368.1396645,370.5306452,367.3290761,369.0165274,4914
20161205,000000,370.2298609,370.7600570,367.3953506,368.6800567,4914
20161206,000000,369.2561352,370.1431942,367.7216252,370.0667236,4914
20161207,000000,367.4208408,367.4208408,361.8231929,366.7173113,4899
20161208,000000,365.8149582,367.7420174,363.2302520,367.4208408,4917
20161209,000000,369.1031940,372.3404494,369.1031940,371.3667238,4775
20161212,000000,370.8671159,373.5537830,370.8671159,373.2733908,4843
20161213,000000,374.4408419,376.3526069,374.4408419,375.6541754,4907
20161214,000000,375.8173127,377.7647640,372.8808417,374.3643713,4901
20161215,000000,374.8945675,377.1479012,374.2675086,376.8165286,4916
20161216,000000,377.6679012,378.8200583,376.0620186,377.2549600,4902
20161219,000000,377.1122149,378.8659406,374.8639792,375.2157440,4899
20161220,000000,375.8937833,376.3220187,374.4357439,375.2361362,4911
20161221,000000,375.2055479,375.6745676,372.3812338,372.8706456,4907
20161222,000000,372.7890770,373.3804496,371.0710375,373.3396653,4905
20161223,000000,373.6098614,376.7400580,373.4314300,376.6635874,4914
20161227,000000,377.3824110,379.3859407,376.6482932,376.8675090,4915
20161228,000000,376.9286854,377.0816266,373.8800575,373.9463320,4910
20161229,000000,374.0635870,375.4706460,373.6710379,374.2318223,4911
20161230,000000,374.4000576,374.7059400,371.8459396,372.7992730,4913
20170103,000000,374.8843714,377.4028032,374.1757438,377.4028032,4893
20170104,000000,378.1063327,381.6851568,378.0451562,380.6604507,4896
20170105,000000,381.1345684,382.8169216,380.2577056,382.5008432,4908
20170106,000000,383.3420198,385.0957455,381.8279019,383.9180983,4912
20170109,000000,384.1882944,386.6914320,383.4490786,386.0439810,4906
20170110,000000,386.7526085,389.5106482,385.6820201,387.4204518,4889
20170111,000000,387.8130008,389.0365304,379.7529996,383.1279021,4879
20170112,000000,382.0726078,383.7702551,380.3494703,383.5306472,4884
20170113,000000,384.0047650,385.6769221,383.4388825,384.2137846,4897
20170117,000000,382.5569216,382.5569216,378.9882936,381.9502548,4895
20170118,000000,382.9392746,383.2910394,380.6910390,381.7616274,4880
20170119,000000,381.2314312,381.4047646,378.5345680,379.3961368,4876
20170120,000000,379.5796662,381.0173135,377.7698620,378.1726072,4893
20170123,000000,377.6628032,378.6365288,375.1188812,376.3220187,4900
20170124,000000,376.0161363,376.2506461,372.1620180,374.2216262,4899
20170125,000000,375.0933910,377.6628032,374.2471164,377.2804502,4878
20170126,000000,377.0867247,377.7494699,375.0271165,375.0933910,4881
20170127,000000,376.1894696,378.2898621,375.8071166,378.1726072,4895
20170130,000000,377.4028032,377.7698620,374.4102537,376.1690775,4893
20170131,000000,375.1188812,381.8126078,374.7161361,381.7565293,4875
20170201,000000,381.8329999,384.6369219,381.3333920,384.4839807,4869
20170202,000000,383.7498630,385.3761377,382.2102549,384.9784906,4896
20170203,000000,386.5792752,387.4204518,384.6165298,387.4204518,4882
20170206,000000,386.3192751,387.0380988,385.3761377,387.0024125,4901
20170207,000000,387.7875106,388.7255500,385.9828045,386.9973144,4904
20170208,000000,385.0651573,387.3133929,384.1577062,386.7577066,4901
20170209,000000,386.5690791,389.6228050,386.5384908,388.6898637,4875
20170210,000000,388.8988834,390.3212365,388.2616284,389.2557462,4914
20170213,000000,389.8573149,391.7588838,389.8573149,391.6977073,4901
20170214,000000,391.2439818,394.6800607,390.8157464,394.6698646,4858
20170215,000000,393.7369233,399.5130026,393.7267272,398.9624143,4666
20170216,000000,398.9267280,399.1357477,395.3631981,398.1926103,4327
20170217,000000,397.2800611,398.7177084,396.6886885,398.6769241,4539
20170221,000000,398.9573163,401.6337873,398.9573163,400.5988852,2751
20170222,000000,400.2063361,401.1341794,399.5384928,399.7118262,4809
20170223,000000,400.4306498,402.9541796,399.2377085,402.4800619,4917
20170224,000000,402.1996697,404.3612387,401.7000618,404.3612387,4916
20170227,000000,404.1114347,406.8694744,403.7086896,406.6145724,4917
20170228,000000,405.9110428,407.3130038,404.7588858,405.6255526,4918
20170301,000000,407.8584941,411.0498672,407.2110430,410.0404552,4917
20170302,000000,409.7549650,410.8714358,408.6537884,408.9137884,4918
20170303,000000,408.5875138,410.4890828,408.0114353,410.4381024,4917
20170306,000000,408.8832002,409.7090826,407.0275136,408.4702589,4854
20170307,000000,405.0137878,407.6137882,404.4020230,405.6612389,4780
20170308,000000,405.8549644,408.6792786,405.7122193,407.0326116,4717
20170309,000000,407.3282980,409.7549650,406.9867293,409.3216316,4668
20170310,000000,409.9181023,411.2690829,409.1177100,410.8204554,4891
20170313,000000,410.6318279,410.6318279,408.7149648,410.2035925,4909
20170314,000000,409.3828081,410.2341808,408.0981020,408.5926119,4913
20170315,000000,409.0412394,414.4655540,409.0412394,413.5428087,4854
20170316,000000,412.5486909,412.5486909,408.1439844,409.7702591,4838
20170317,000000,408.2714354,409.3165336,407.1600626,407.6443764,4914
20170320,000000,408.0420236,408.2306510,406.1404546,406.9153567,4900
20170321,000000,408.0522196,408.6945727,402.3577090,402.9745718,4881
20170322,000000,403.4435915,404.0757484,401.0424146,403.4181013,4856
20170323,000000,403.0306502,404.7486897,401.2769245,401.9141795,4846
20170324,000000,402.2914344,404.1879053,400.8181009,402.1741795,4906
20170327,000000,400.6039832,404.2898661,400.0890812,403.7035915,4912
20170328,000000,403.3518268,404.3612387,401.5624147,403.8565327,4916
20170329,000000,403.9788857,405.0290819,403.1631993,403.8616308,4916
20170330,000000,403.8922190,404.7690819,402.5769247,403.8361406,4906
20170331,000000,403.1581012,404.0451602,402.6075129,402.9082973,4901
20170403,000000,403.1020228,405.2330035,401.6745716,403.0408463,4914
20170404,000000,402.8318267,403.4639836,401.6541794,402.7502580,4913
20170405,000000,403.1275130,405.4471212,400.8996695,401.1494735,4529
20170406,000000,401.3584931,402.5769247,400.1808459,401.7714344,4911
20170407,000000,401.8479050,403.8004543,401.1443754,402.7094737,4907
20170410,000000,402.8471208,404.1981014,401.8173167,402.0926109,4916
20170411,000000,401.6541794,402.1384932,399.1510418,401.4196696,4908
20170412,000000,401.4655520,401.9804540,400.0177086,401.7408461,4915
20170413,000000,401.1239833,402.5820227,400.6906499,400.9149636,4915
20170417,000000,400.3490812,402.3984933,400.0177086,402.1639834,4908
20170418,000000,401.1494735,401.1494735,397.1220219,398.7686888,4901
20170419,000000,399.5384928,401.1086892,399.0847673,399.9463360,4844
20170420,000000,400.5326106,402.9541796,398.9318261,402.1181011,4913
20170421,000000,401.7867285,401.9549638,399.1714340,400.0941792,4895
20170424,000000,404.0706504,405.0698662,403.4588856,404.1369249,4857
20170425,000000,404.8557486,407.1498666,404.8557486,406.1200625,4906
20170426,000000,406.9714352,409.6581022,406.9714352,408.2000628,4804
20170427,000000,408.1745726,411.0345730,407.9706510,409.3165336,4873
20170428,000000,409.6835924,410.4788867,408.8781021,410.3055533,4895
20170501,000000,410.6981024,412.1000634,410.4788867,411.1110436,4909
20170502,000000,411.5137888,412.5384948,409.4032002,412.2224164,4871
20170503,000000,411.4169260,411.4424162,409.3726120,410.4788867,4896
20170504,000000,411.0957495,412.8239851,410.8918279,412.8137890,4908
20170505,000000,413.1145734,413.3643773,410.8153573,412.4722203,4905
20170508,000000,412.4161419,412.4161419,408.8526119,409.5102591,4909
20170509,000000,410.1526121,410.8153573,409.2604551,409.9894748,4894
20170510,000000,409.0157492,409.0769257,406.8439842,408.6741805,4896
20170511,000000,408.2255530,408.6232001,406.5228076,408.6181021,4911
20170512,000000,408.4141805,409.0208472,407.6698666,408.1082981,4901
20170515,000000,408.1337883,410.8255534,408.0216314,410.5604553,4911
20170516,000000,410.2749651,410.5961416,408.0216314,409.0718276,4917
20170517,000000,405.6459448,406.7879057,403.6220229,403.6628072,4866
20170518,000000,403.8106504,407.7004549,403.6475131,405.4777094,4865
20170519,000000,405.8753566,407.4608470,405.5184938,406.0894742,4907
20170522,000000,405.9824154,407.5424156,405.4471212,407.1141803,4891
20170523,000000,407.1906509,409.1075139,407.1906509,408.2102589,4917
20170524,000000,408.6181021,409.4235924,407.2722195,409.0565335,4866
20170525,000000,409.6530042,411.4067300,408.9035923,410.7439848,4877
20170526,000000,410.6420240,411.3302594,409.4949650,409.8467297,4917
20170530,000000,409.4235924,410.2188866,408.4090824,408.8577100,4919
20170531,000000,409.8518278,411.3965339,409.2196708,410.5247690,4497
20170601,000000,411.0957495,415.6941816,411.0855534,415.6941816,4882
20170602,000000,416.4894758,418.7275154,416.3722209,418.2737898,4876
20170605,000000,418.3349663,418.3349663,415.7757502,416.8973190,4880
20170606,000000,416.2957503,417.3918289,415.6941816,415.9796718,4912
20170607,000000,416.5812406,417.7079074,415.9745738,417.2592799,4912
20170608,000000,417.3918289,418.2941820,415.3882992,416.7494759,4842
20170609,000000,416.9177112,420.5984961,416.5353582,419.1761429,4888
20170612,000000,418.9671233,420.0784960,416.4333974,418.4879075,4864
20170613,000000,418.2788879,419.9510450,417.8710447,419.3086920,4915
20170614,000000,420.1396725,422.4949670,419.8643783,421.2714374,4896
20170615,000000,419.7726136,420.8635942,418.3961428,420.5577118,4915
20170616,000000,420.6749667,421.9239865,419.1455547,421.3784962,4909
20170619,000000,422.0412414,426.2828107,421.9392806,425.9718302,4913
20170620,000000,426.0126146,429.9126152,425.7169282,427.4655560,4918
20170621,000000,427.9396737,433.2161451,427.9396737,432.9714392,4913
20170622,000000,433.5016353,440.1290873,433.5016353,437.4016359,4919
20170623,000000,437.2435967,437.4271261,435.2145768,437.1212437,4288
20170626,000000,437.4373222,437.7126164,435.6326160,436.3157534,4918
20170627,000000,436.4228122,436.6981064,431.7581056,431.7733998,4907
20170628,000000,433.6494785,435.1483022,432.9969294,434.4447727,4815
20170629,000000,434.4651649,434.4651649,427.9345756,430.6263408,4888
20170630,000000,431.7530076,432.0181057,429.9737916,430.0910466,4890
20170703,000000,431.0443800,432.6910470,430.7588898,430.8710467,2758
20170705,000000,431.0188898,433.7922236,429.7443798,433.3334000,4916
20170706,000000,432.0079096,432.1404586,427.0271245,427.5930070,4904
20170707,000000,428.3883012,430.2847721,428.0161443,430.1063407,4914
20170710,000000,429.9686936,429.9686936,427.6286932,428.5361444,4919
20170711,000000,428.8012424,429.3110464,426.1706538,428.3067326,4906
20170712,000000,429.6984975,432.3494783,429.6984975,431.1055565,4907
20170713,000000,431.2839879,432.7267332,428.3475169,431.5032036,4898
20170714,000000,431.8702625,435.1330081,431.3961448,434.0522236,4907
20170717,000000,434.3173217,435.0157532,432.3239881,432.5992822,4915
20170718,000000,432.4667332,433.1294784,430.0604583,432.9357529,4916
20170719,000000,434.6181061,436.5655574,434.6181061,436.5655574,4920
20170720,000000,436.8561456,440.3483030,436.8561456,439.4051656,4909
20170721,000000,439.1349695,439.8537932,438.4722243,439.1910480,4917
20170724,000000,439.1604597,439.6294794,437.2996751,439.0024205,4915
20170725,000000,440.1749697,440.5573227,435.3114395,435.8875180,4916
20170726,000000,434.9494787,435.5255572,433.7565373,434.5569296,4895
20170727,000000,434.7659492,434.9341846,429.6118308,431.2890860,4903
20170728,000000,431.2432036,433.7463412,429.5608504,433.2926157,4912
20170731,000000,433.8483020,434.6028120,432.4769293,432.4769293,4911
20170801,000000,433.1855568,433.3486941,430.8251643,431.2381056,4916
20170802,000000,431.3961448,431.4165370,428.9337915,430.6824192,4912
20170803,000000,429.9075171,432.6043803,429.6067328,431.9365370,4917
20170804,000000,432.6298705,432.9408509,430.3918309,431.1820271,4912
20170807,000000,430.8659486,431.8957527,430.2592819,431.8039880,4917
20170808,000000,431.1922232,431.8651645,428.6686934,429.4486935,4764
20170809,000000,428.3118306,430.4326152,427.7561442,430.1012426,4911
20170810,000000,428.9235954,428.9592817,424.2384966,424.2537908,4746
20170811,000000,424.7075163,427.6490854,424.6922222,425.7475165,4894
20170814,000000,427.8733992,429.2753602,427.6083011,428.6228110,4909
20170815,000000,429.2090856,429.8718308,428.5463404,428.6075169,4913
20170816,000000,429.1428111,430.6467329,428.9286934,429.7137916,4917
20170817,000000,429.2855562,430.3051642,424.1773202,424.1977123,4874
20170818,000000,423.5757514,425.2835948,422.1584963,422.5561434,4908
20170821,000000,422.5561434,424.9165360,422.2196728,424.5341830,4916
20170822,000000,424.5800653,429.9890858,424.4526143,429.4639876,4879
20170823,000000,428.3832032,428.3832032,426.1298695,426.3745754,4916
20170824,000000,426.9404578,428.3526149,426.1808499,427.7816344,4917
20170825,000000,428.6381052,429.8922230,427.2004579,427.2157520,4911
20170828,000000,428.8369287,430.7486937,428.8012424,430.1624191,4804
20170829,000000,428.7145758,431.4675174,428.0161443,430.9679094,4905
20170830,000000,430.7894780,434.4906551,430.6518310,433.5271255,4741
20170831,000000,434.7098708,441.4953620,434.6435963,441.1588914,4894
20170901,000000,441.5004601,442.6475191,439.1604597,440.8937933,4903
20170905,000000,439.8588912,441.4341856,436.8459496,438.9157538,4887
20170906,000000,440.0424206,441.1894796,438.2581066,440.6490874,4913
20170907,000000,440.6643815,445.9000686,440.2208520,444.8294802,4916
20170908,000000,444.2890880,447.5110492,443.4377153,446.6137942,4917
20170911,000000,448.4286964,450.1977163,447.7404610,450.1620300,4707
20170912,000000,450.4373242,451.3192851,449.5859515,451.2886969,4484
20170913,000000,450.7483046,451.5435989,448.8569318,449.6114417,4918
20170914,000000,449.0098730,450.8655596,447.7404610,449.9377163,4907
20170915,000000,450.4067360,450.9726184,448.2298729,448.7141867,4908
20170918,000000,449.2239907,450.4730105,448.0565395,448.7345788,4910
20170919,000000,448.9894808,449.3769319,444.5796762,445.0079116,4903
20170920,000000,444.9977155,446.3130098,442.7749701,446.0479118,4904
20170921,000000,445.7216372,446.0530098,443.4581074,443.5243820,4913
20170922,000000,443.1471270,444.2330095,441.2914404,443.9373232,4863
20170925,000000,443.9016369,445.1659508,441.8675190,442.5914406,4912
20170926,000000,443.3561466,444.8498724,441.3883032,441.5412444,4915
20170927,000000,442.0561464,442.6832054,439.8028128,441.5769307,4892
20170928,000000,441.3016365,443.5192839,440.5012442,442.3008524,4915
20170929,000000,442.4639896,444.8243822,441.1435973,444.8243822,4885
20171002,000000,445.4769313,449.2035985,445.3902646,449.1373240,4906
20171003,000000,449.6063437,450.4118340,447.2459512,449.1985005,4914
20171004,000000,449.7032064,451.3906577,449.2749711,451.2683047,4916
20171005,000000,451.0847753,451.5945793,449.4381084,451.5028146,4842
20171006,000000,451.4110498,452.7977167,450.2996771,451.4212459,4915
20171009,000000,451.5996773,451.5996773,447.7302650,448.3216376,4915
20171010,000000,448.7294808,449.1526181,446.9145786,449.0710495,4910
20171011,000000,449.1985005,450.4169320,448.7447749,450.0855594,4909
20171012,000000,450.0447751,450.2639908,448.6428141,449.1781083,4877
20171013,000000,449.0761475,449.0761475,447.0114413,447.9035983,4633
20171016,000000,447.8883042,449.9835986,445.7879117,446.5424216,4900
20171017,000000,447.3173237,453.3075207,447.3173237,452.1502656,4911
20171018,000000,452.8894814,455.1428151,452.2369323,452.6651677,4917
20171019,000000,452.6345794,455.2753642,451.9667362,455.1275210,4890
20171020,000000,454.4494817,456.1369329,453.9345796,455.7290897,4863
20171023,000000,456.3612467,457.9620312,454.2863444,454.4239915,4917
20171024,000000,454.2914424,454.3271287,448.9232063,451.2479126,4841
20171025,000000,450.8502654,451.6710499,448.4337945,450.3149712,4908
20171026,000000,446.4455589,447.9086964,443.5447741,446.2110490,4910
20171027,000000,445.7165392,447.3428139,445.2373234,446.9757550,4902
20171030,000000,445.8083039,445.9204608,441.1537934,442.1071268,4914
20171031,000000,442.3569308,443.3153623,440.7714404,441.5616366,4909
20171101,000000,442.3722249,444.4114409,441.9388915,442.1428131,4912
20171102,000000,442.8973230,443.1267348,440.0832050,441.1181071,4912
20171103,000000,440.5012442,445.5941862,440.5012442,445.2220293,4898
20171106,000000,445.0792842,445.3137940,443.6671271,443.6773232,4915
20171107,000000,444.0851664,445.2271273,442.9788917,444.5439900,4906
20171108,000000,444.4318331,445.9561470,443.8608526,445.4106568,4439
