<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20140730,000000,334.7828700,335.8789500,332.7334700,334.2832700,0
20140731,000000,333.1922900,333.1922900,327.3448400,327.3448400,0
20140801,000000,326.6464100,329.3636600,324.9742600,327.1103300,0
20140804,000000,328.1146400,329.5981700,325.9021000,328.8487600,0
20140805,000000,327.7883700,328.8844500,325.0303300,326.2283700,0
20140806,000000,325.4738600,327.4111200,323.6130800,325.9021000,0
20140807,000000,326.6871900,326.6871900,321.5534700,322.2111200,0
20140808,000000,322.4405300,325.9785700,321.3648500,325.8154300,0
20140811,000000,326.6719000,327.8240600,325.4024900,325.7593500,0
20140812,000000,325.4075900,326.0601400,324.5052400,325.3209200,0
20140813,000000,326.4119000,329.5370000,326.4119000,329.3483700,0
20140814,000000,329.5879800,333.2636600,329.5879800,333.2585600,0
20140815,000000,334.3444400,335.1703200,330.5005200,333.5848400,0
20140818,000000,335.3385600,336.7201300,335.0071900,336.2817000,0
20140819,000000,336.7711100,338.6981700,335.6954200,338.5605200,0
20140820,000000,337.6683600,339.0958100,337.1891500,338.6166000,0
20140821,000000,338.9173800,339.9115000,338.4585600,338.7593400,0
20140822,000000,338.8409100,339.9013000,338.1424800,338.9581700,0
20140825,000000,340.2122800,342.4197300,340.2122800,341.5326700,0
20140826,000000,342.0271800,343.5260000,341.7416900,343.2456100,0
20140827,000000,343.7452200,344.1581600,342.7409100,343.3577700,0
20140828,000000,342.4860100,343.7707100,342.2260100,342.7307100,0
20140829,000000,343.4342400,344.6424700,342.6644400,344.2754200,0
20140902,000000,345.0911000,345.2644300,343.0060100,344.2244400,0
20140903,000000,345.0605100,345.8914900,344.4232600,345.2134600,0
20140904,000000,345.5193400,346.5797300,342.4707100,343.1538500,0
20140905,000000,342.6032600,344.9585500,339.8095400,344.9534600,0
20140908,000000,344.5609100,345.6977700,343.8064000,345.4734600,0
20140909,000000,345.2848300,345.8507100,343.5209100,344.3111000,0
20140910,000000,344.2448300,347.2220800,344.0460000,346.9009000,0
20140911,000000,345.4785500,346.2177700,344.1020800,346.0138500,0
20140912,000000,345.6875700,345.8965900,342.2565900,343.3628700,0
20140915,000000,343.0213000,343.0620800,340.9616900,342.0424800,0
20140916,000000,341.3134600,346.9518900,341.1146300,346.6714900,0
20140917,000000,346.9518900,348.5271800,345.1114900,347.1558100,0
20140918,000000,347.9714900,349.9495300,347.8695300,349.9189400,0
20140919,000000,350.7346300,351.8511000,349.5926700,350.1432600,0
20140922,000000,349.6436500,349.6436500,346.6714900,347.9663900,0
20140923,000000,346.1311000,347.5381600,345.1013000,345.8405100,0
20140924,000000,346.5542400,351.7032500,346.5440400,351.6267800,0
20140925,000000,351.2597300,351.4432500,345.9679600,345.9679600,0
20140926,000000,346.8907100,347.5024700,344.3162000,347.0538500,0
20140929,000000,345.3918900,347.4158100,343.8930600,346.4369800,0
20140930,000000,346.6511000,347.0538500,343.9695300,344.0307100,0
20141001,000000,344.2652200,344.3009100,339.0193400,340.2836600,0
20141002,000000,340.2173800,340.8699300,336.1695400,339.5852200,0
20141003,000000,340.9769900,346.7173800,340.9769900,346.1973800,0
20141006,000000,347.6605100,348.9707100,343.5107100,344.7852200,0
20141007,000000,343.7197300,343.7197300,339.3456200,339.3762000,0
20141008,000000,339.3405200,347.8899200,338.8969900,347.6758100,0
20141009,000000,347.0640400,347.3699200,340.2530700,340.5997300,0
20141010,000000,340.8954200,343.8777700,337.7142500,337.7142500,0
20141013,000000,337.5358100,337.8060100,329.8989600,329.9907200,0
20141014,000000,331.2550300,333.0954200,325.3158200,327.6456200,0
20141015,000000,325.0864100,326.7534700,318.5099500,325.5044500,0
20141016,000000,323.5773900,328.5632700,320.1464200,324.9181800,0
20141017,000000,327.0032700,331.8617000,327.0032700,329.8887600,0
20141020,000000,330.4138600,333.9620900,330.1538600,333.8346400,0
20141021,000000,335.8789500,342.9397300,335.8789500,342.8887500,0
20141022,000000,342.4146300,343.3985500,340.2275800,341.1248300,0
20141023,000000,342.5471800,348.8993300,342.5471800,347.1660000,0
20141024,000000,347.4973700,352.1212900,347.4667900,352.0448200,0
20141027,000000,351.3158000,352.6412900,350.5969800,352.4424700,0
20141028,000000,353.3703100,355.2158000,352.2028600,355.2056000,0
20141029,000000,354.5581500,356.1742300,352.9573700,355.2209000,0
20141030,000000,355.1597200,361.6801100,354.7416800,361.3640300,0
20141031,000000,363.7193200,365.8350100,361.9808900,363.2808900,0
20141103,000000,363.7448100,364.1730500,361.2263800,363.4440300,0
20141104,000000,362.9801100,364.3463800,361.0938300,363.3573600,0
20141105,000000,364.4891300,365.7024600,361.6801100,362.3173600,0
20141106,000000,363.0157900,365.3354000,363.0157900,364.6726600,0
20141107,000000,364.6369700,364.6981500,359.5644200,360.7471700,0
20141110,000000,361.0836400,364.3310900,360.2169700,364.3056000,0
20141111,000000,364.3718700,366.8801000,364.1934400,365.5546200,0
20141112,000000,364.5044200,365.5648100,363.5612800,365.0601100,0
20141113,000000,365.2334400,366.9565700,363.2554000,364.6267700,0
20141114,000000,364.2801100,364.3157900,359.9875600,361.1856000,0
20141117,000000,360.7063800,364.0965800,360.7063800,363.1534400,0
20141118,000000,363.5306900,369.4597100,363.3522600,369.0977500,0
20141119,000000,368.0934400,368.3279500,366.5538300,367.2675600,0
20141120,000000,366.1255900,367.2930500,364.5961800,366.1001000,0
20141121,000000,367.8691200,368.8683400,366.6303000,367.5020700,0
20141124,000000,367.9506900,369.6228500,367.9506900,369.5667700,0
20141125,000000,369.1385300,370.5608900,368.5471600,369.7197100,0
20141126,000000,370.5252000,372.5389200,370.2754000,372.4624500,0
20141128,000000,373.3953900,376.6326500,373.3953900,374.3589200,0
20141201,000000,373.5942200,375.9902900,372.4165700,373.2781400,0
20141202,000000,374.7463700,377.8765700,374.7463700,377.3565700,0
20141203,000000,377.8561700,378.2181400,376.3522500,378.1518600,0
20141204,000000,377.6777400,379.4875500,376.2350000,377.6114700,0
20141205,000000,377.9173500,380.7926400,377.7083300,380.4663700,0
20141208,000000,380.5275400,384.4479300,380.4714700,382.0314700,0
20141209,000000,379.4569600,381.2055800,375.8118600,381.0016600,0
20141210,000000,380.2828400,380.5734300,374.5679400,374.7106900,0
20141211,000000,375.6538200,379.9718600,374.9859800,375.7761800,0
20141212,000000,373.9918600,375.8169600,369.8726500,369.8726500,0
20141215,000000,371.0095100,372.2942200,365.0906900,366.4773600,0
20141216,000000,364.8256000,370.8820600,362.1287400,362.1440300,0
20141217,000000,362.5569700,370.1377500,362.2867700,369.3424500,0
20141218,000000,371.6365700,379.4773500,371.6365700,379.4773500,0
20141219,000000,380.4204900,383.1785200,378.2844100,381.2463700,0
20141222,000000,377.6624500,379.0899000,375.2459800,377.0353900,0
20141223,000000,377.4996700,377.6882900,366.3706400,368.4353500,1564
20141224,000000,368.4914300,373.1816300,368.4914300,371.0455500,862
20141226,000000,372.4016300,374.8282900,372.4016300,374.1196700,1591
20141229,000000,374.2573100,375.6388800,373.2682900,375.0526100,1587
20141230,000000,374.7008400,375.1596700,373.0235900,373.2835900,1587
20141231,000000,374.4612300,376.5208400,369.6130000,369.7506500,1599
20150102,000000,369.9239800,374.9047600,369.6231900,371.1984900,4038
20150105,000000,370.8365300,372.1875100,368.5628000,369.0726100,4739
20150106,000000,369.1388800,373.1357400,365.4224100,367.9102500,4704
20150107,000000,368.3384900,376.4392700,368.3384900,376.4137800,4738
20150108,000000,376.6432000,383.2553500,376.6432000,382.7863300,4752
20150109,000000,382.9647600,383.2349600,378.4835900,379.8141800,3533
20150112,000000,380.0333900,383.5459400,379.0035900,379.8039800,4571
20150113,000000,380.4055500,385.5239800,375.5369200,378.4682900,4686
20150114,000000,378.2286900,378.9016300,374.4714300,378.1165300,4622
20150115,000000,378.1369200,380.1506500,373.8851600,373.9412300,4558
20150116,000000,373.9004500,381.3741800,373.4212300,381.0020200,4205
20150120,000000,381.1498600,382.2969200,376.6330000,381.1498600,4636
20150121,000000,380.8643700,383.1533900,378.8761400,381.1192700,4717
20150122,000000,381.1090800,385.9318200,377.7902500,385.8502600,4769
20150123,000000,385.6565300,385.9420200,383.8110400,384.3667300,4512
20150126,000000,384.3718200,386.5028000,382.3377100,386.4824100,4611
20150127,000000,385.7482900,386.5232000,382.2051600,383.8008400,4674
20150128,000000,383.8977100,385.7126100,377.5047600,377.8565300,4275
20150129,000000,377.9584900,381.7514300,375.1800600,381.3282900,4797
20150130,000000,381.1804500,382.3733900,375.2463300,375.6388800,4708
20150202,000000,376.0059400,377.6322100,371.1424100,377.6322100,4736
20150203,000000,377.8157400,379.8192700,373.7882900,379.7377100,4892
20150204,000000,379.2992700,379.2992700,372.4373100,374.8079000,4730
20150205,000000,375.0679000,381.4965300,375.0679000,381.0784900,4736
20150206,000000,381.0122200,382.4753500,376.4698600,377.4945700,4731
20150209,000000,376.9541800,376.9541800,372.4373100,373.3498600,4680
20150210,000000,373.8494700,379.6000600,373.8494700,379.1667200,4691
20150211,000000,379.0902500,381.7820200,377.5761400,379.7326100,4725
20150212,000000,380.1506500,381.6494700,378.0553500,381.1141800,4717
20150213,000000,381.2824100,383.1635900,379.7071200,383.1584900,4730
20150217,000000,383.1381000,385.7228000,382.9749600,385.6259400,4703
20150218,000000,385.5902600,386.4110400,383.6784900,386.4110400,4603
20150219,000000,386.3549600,387.4561400,385.6463300,386.8596700,4622
20150220,000000,387.0075100,390.8769200,385.5749600,390.8769200,4117
20150223,000000,390.8463300,393.9051600,390.7698600,392.2126100,4773
20150224,000000,392.2177100,392.4471200,390.2192800,391.6416300,4698
20150225,000000,391.6314300,393.2169200,389.9745700,392.2635900,4707
20150226,000000,392.2381000,393.4565300,390.1937900,393.3749600,4683
20150227,000000,393.3494700,393.5992800,391.2847700,391.4581000,4550
20150302,000000,391.9271200,394.8839800,391.9169200,394.7820200,4526
20150303,000000,394.6545700,394.6545700,389.3933900,391.5702600,4710
20150304,000000,391.5651600,393.9459400,388.3177100,393.1761400,4786
20150305,000000,393.9918300,397.1933900,393.3443700,395.3784900,4445
20150306,000000,395.3784900,395.3784900,387.5377100,388.1494700,4523
20150309,000000,388.2718200,390.5251600,386.8647700,390.0663300,4666
20150310,000000,389.4494700,389.4494700,385.6463300,386.0082900,4634
20150311,000000,386.1663300,388.4655500,385.8808400,386.1102600,4639
20150312,000000,386.3600600,390.7800600,386.3600600,390.7749600,4728
20150313,000000,390.5353500,392.7835900,387.7314300,390.2651600,4457
20150316,000000,390.7851600,398.7483000,390.7851600,398.7126100,4696
20150317,000000,398.5290800,398.5290800,395.2153500,397.6879000,4734
20150318,000000,397.6981000,404.1930000,395.4447700,402.5616300,4646
20150319,000000,402.6432000,405.8855500,402.1792800,405.3247700,4620
20150320,000000,405.7071200,409.6275100,405.6255500,407.7820200,4761
20150323,000000,407.4914400,408.3479100,404.9016300,406.3188900,4715
20150324,000000,406.2984900,407.8279100,402.8420200,402.9083000,4721
20150325,000000,403.5353600,403.5608500,394.9043700,394.9145700,3428
20150326,000000,394.5475100,396.9741800,390.9024100,393.8133900,4439
20150327,000000,393.9459400,398.6310400,393.9459400,397.3106500,4686
20150330,000000,397.5961400,401.7765300,397.5961400,401.2259400,4722
20150331,000000,401.1596700,401.1596700,395.4243700,395.4243700,4683
20150401,000000,395.2816300,395.2816300,387.6447700,390.5812400,4658
20150402,000000,390.6424100,392.9926100,389.8573100,391.4122200,4637
20150406,000000,391.3663300,394.0530000,389.0518200,391.9220200,4724
20150407,000000,392.0902600,395.9851600,392.0902600,392.9059400,4736
20150408,000000,393.0435900,398.2945700,393.0435900,396.6530000,4725
20150409,000000,396.8314300,399.9361400,396.0055500,399.5181000,4728
20150410,000000,399.6353600,403.4894700,398.5494700,402.8675100,4616
20150413,000000,402.9286900,404.8404500,400.8537900,400.8537900,4633
20150414,000000,400.7773200,401.9651600,398.2945700,401.1698700,4739
20150415,000000,401.3534000,404.1726100,401.3534000,402.3628100,4678
20150416,000000,402.3118300,403.7953600,401.5930000,402.2914300,4718
20150417,000000,401.4910400,401.4910400,396.2145700,398.8553600,4733
20150420,000000,398.9981000,402.1130000,398.9981000,401.1188900,4716
20150421,000000,401.9498700,405.0545700,401.9498700,404.0247700,4863
20150422,000000,404.1828100,405.5134000,402.5718300,404.2643800,4725
20150423,000000,404.0451600,407.1855500,402.1079100,406.1506500,4687
20150424,000000,406.1251600,406.6655500,403.4079100,404.7079100,4722
20150427,000000,404.8149600,405.7632000,396.2655500,396.7957500,4701
20150428,000000,396.6784900,399.0235900,391.6212400,397.8051600,4732
20150429,000000,397.6777100,398.1824100,391.8659400,394.7616300,4718
20150430,000000,394.1855500,394.4302600,386.5588800,388.6235900,4866
20150501,000000,389.0467300,394.3333900,389.0467300,394.0326100,4746
20150504,000000,394.3588800,398.4883000,394.3588800,396.3675100,4735
20150505,000000,396.3624100,396.3624100,390.9483000,391.4173200,4741
20150506,000000,391.6875100,392.5490800,387.1043700,390.0102600,4711
20150507,000000,390.0000600,393.2984900,389.3628000,392.0392800,4745
20150508,000000,392.0800600,399.6200600,392.0800600,398.5035900,4677
20150511,000000,398.5137900,400.5530000,398.3251600,398.5035900,4728
20150512,000000,398.0702600,398.0702600,394.4659400,396.6122200,4709
20150513,000000,396.9283000,399.4824100,395.6028100,396.2706500,4710
20150514,000000,396.7804500,401.6490800,396.5408500,401.5522200,4702
20150515,000000,401.7459400,402.7502600,401.2973200,402.5259400,4708
20150518,000000,402.3832000,405.7479100,402.0824100,405.1004500,4710
20150519,000000,405.1973200,408.0216300,404.8149600,406.9459400,4722
20150520,000000,406.9867300,409.6071200,406.1608500,407.8534000,4715
20150521,000000,407.8330000,408.1592800,406.4973200,407.6953600,4727
20150522,000000,407.1141800,408.8322200,406.6349600,406.6808500,4673
20150526,000000,406.4514400,406.4514400,402.1028100,402.9490800,4648
20150527,000000,403.2702600,407.9859500,403.2702600,407.6137900,4747
20150528,000000,407.5373200,408.8526100,405.9059400,407.9145700,4721
20150529,000000,407.8330000,410.7032000,405.7784900,407.1549600,4735
20150601,000000,407.3537900,409.9996700,405.8294700,408.3224200,4734
20150602,000000,408.2357500,408.2357500,404.3663400,405.9977100,4726
20150603,000000,406.1659400,407.3894700,405.6153600,406.4769300,4732
20150604,000000,406.1149600,406.6604500,402.3730000,403.6169200,4731
20150605,000000,403.4996700,404.1471200,400.3949600,403.7800600,4724
20150608,000000,403.7851600,404.6518300,401.9396700,401.9651600,4700
20150609,000000,401.8275100,402.4035900,399.7628100,401.8886900,4738
20150610,000000,401.9855500,406.8388900,401.5420200,406.4310400,4759
20150611,000000,406.7624200,409.6275100,406.7624200,408.7149600,4721
20150612,000000,408.4804600,408.4804600,403.4945700,404.1012400,4723
20150615,000000,404.0094700,405.2279100,399.4824100,404.2592800,4718
20150616,000000,404.2694700,406.6910400,403.7596700,406.3392800,4684
20150617,000000,406.4463370,407.9604549,404.7639838,406.8337881,4799
20150618,000000,407.2365332,414.5012402,407.2365332,413.2930048,4723
20150619,000000,413.2114361,414.4655540,412.8596714,413.0075145,4779
20150622,000000,413.4612401,418.0596722,413.4612401,416.2498680,4728
20150623,000000,416.3467307,418.1157506,415.6482992,416.8871230,4720
20150624,000000,416.7851622,416.7851622,412.6200635,412.6200635,4676
20150625,000000,412.8086910,416.7647700,412.8086910,414.8581030,4620
20150626,000000,414.9396717,416.7647700,412.8851616,414.1596716,4635
20150629,000000,412.2784948,412.9616322,404.2082975,404.5549642,4728
20150630,000000,405.4267290,408.5569256,404.9169250,406.7624155,4733
20150701,000000,406.9816312,410.7694750,406.9816312,409.8671219,4730
20150702,000000,410.0251611,411.2486907,407.5118274,408.5671217,4726
20150706,000000,408.5314354,410.8306514,404.7792780,408.2102589,4620
20150707,000000,408.2612393,409.9639846,403.1173169,409.7498670,4697
20150708,000000,409.6173179,409.6173179,402.6126110,402.8471208,4700
20150709,000000,403.2702581,408.0471216,403.2702581,404.9882976,4720
20150710,000000,405.0851604,410.8867299,405.0851604,410.4228082,4647
20150713,000000,410.5298671,414.7510442,410.5298671,413.8741813,4717
20150714,000000,415.5208482,418.8600644,415.2863384,418.2737898,4280
20150715,000000,418.3196722,421.6181041,417.6059466,418.3757506,4724
20150716,000000,418.5082997,421.2612413,418.5082997,420.7106530,4719
20150717,000000,420.7208490,420.7412412,418.3298683,420.2314372,4729
20150720,000000,420.3384960,422.0922218,420.1039862,421.1490844,4723
20150721,000000,421.1694766,421.9545747,417.2898681,419.3749665,4661
20150722,000000,419.2984959,420.2416333,417.1675152,419.7573195,4654
20150723,000000,419.7726136,421.2408491,418.1820251,418.9722213,4780
20150724,000000,418.8957507,418.8957507,407.9961412,408.5722197,4570
20150727,000000,408.3682981,408.4753570,405.9008468,407.7157490,4733
20150728,000000,407.8635922,415.2149658,407.8635922,415.1130050,4863
20150729,000000,415.1333972,417.4632015,413.9455539,415.6533973,4724
20150730,000000,415.6381032,416.4996719,411.8604555,415.4545737,4804
20150731,000000,415.7859463,420.1600646,415.7859463,417.8812408,4744
20150803,000000,417.9933976,419.8032018,414.8479070,417.6467309,4736
20150804,000000,417.7130054,419.8184960,416.1326130,417.3306524,4728
20150805,000000,417.7282996,421.4855550,417.7282996,420.5016333,4648
20150806,000000,420.6086922,421.3988884,410.7133965,411.3047692,4717
20150807,000000,411.2741809,411.2741809,405.9416311,410.2596710,4700
20150810,000000,410.4228082,415.6635934,410.4228082,413.6600636,4727
20150811,000000,413.3286910,413.3286910,408.3632001,410.4482984,4715
20150812,000000,408.7914354,411.1569260,402.7859443,410.7388867,4719
20150813,000000,410.7694750,412.7577106,408.9902590,409.8977101,4719
20150814,000000,409.7855532,411.0447691,407.6800627,410.7184946,4722
20150817,000000,410.6573181,415.6126130,408.0879059,415.5208482,4725
20150818,000000,415.5973188,417.2032014,414.2922206,414.7357501,4714
20150819,000000,414.5522206,415.4035933,409.9588866,412.6404556,4718
20150820,000000,412.4008478,412.4008478,402.6992776,402.6992776,4739
20150821,000000,400.9608460,401.8020226,390.3926091,390.3926091,4729
20150824,000000,389.9745698,389.9745698,362.7357421,374.3643713,4739
20150825,000000,378.6569210,385.8910398,369.7506451,369.8882922,4718
20150826,000000,373.2988810,385.6259417,371.1882924,385.3761377,4734
20150827,000000,385.9063339,393.8847665,385.4271181,393.1506487,4671
20150828,000000,392.7173153,393.5584919,388.4553539,391.8965309,4717
20150831,000000,391.6365308,393.2169232,383.4643727,384.4228042,4720
20150901,000000,384.1475101,384.1475101,372.3200573,374.1145674,4677
20150902,000000,374.4561360,382.0012352,374.4561360,381.9859411,4672
20150903,000000,382.2357451,386.1000594,378.3102543,379.3349603,4684
20150904,000000,377.1275090,377.8106464,372.0141749,374.6957439,4713
20150908,000000,375.4298617,385.8094711,375.4298617,385.6157456,4729
20150909,000000,385.8043731,389.4035893,378.5906465,379.4369211,4718
20150910,000000,379.3910388,385.9471182,379.0902544,383.0463334,4731
20150911,000000,382.9188824,385.8808437,380.4004507,385.8808437,4732
20150914,000000,385.9165300,386.1000594,382.5773138,384.5757454,4717
20150915,000000,384.6675102,390.6169228,384.6675102,389.6228050,4728
20150916,000000,389.6431972,391.0451582,386.7679026,390.5965307,4716
20150917,000000,390.7800601,399.5231987,390.6831974,394.2773156,4717
20150918,000000,393.9255508,393.9255508,387.8537852,388.5267264,4698
20150921,000000,389.0263344,391.6977073,379.5133917,382.0726078,4743
20150922,000000,381.7871176,381.7871176,374.9761361,379.1616270,4732
20150923,000000,379.1616270,382.3988824,376.7400580,378.5396661,4716
20150924,000000,377.2957443,377.2957443,370.0157432,374.1808419,4733
20150925,000000,374.3847635,377.2957443,360.0133887,363.1537814,4733
20150928,000000,357.4439766,359.2078984,344.5561314,348.1706418,4689
20150929,000000,348.1145634,356.9749569,346.4678964,350.5820147,4738
20150930,000000,351.1631913,359.6616240,351.1631913,359.0549572,4535
20151001,000000,359.0141729,362.1341734,355.8941724,361.8741733,4738
20151002,000000,358.9835846,370.0463314,355.8635842,370.0463314,4700
20151012,000000,369.3122137,371.1118218,366.9110368,369.8067236,4648
20151013,000000,369.6180961,372.9675084,364.1377031,364.5710365,4750
20151014,000000,364.7137816,369.6537824,363.0671147,364.0102521,4672
20151015,000000,363.8318207,373.0898613,361.7518204,372.9879005,4723
20151016,000000,373.0490770,377.0255482,372.8196652,376.2047638,4741
20151019,000000,376.1945677,378.9067250,372.6310377,377.2753522,4723
20151020,000000,377.2498620,377.2498620,369.9137824,371.2800571,4786
20151021,000000,371.4839787,374.6345674,361.4153497,368.0122135,4732
20151022,000000,368.0275076,368.6596646,360.2733888,365.1929974,4744
20151023,000000,365.5447621,375.0831950,365.5447621,373.0694692,4775
20151026,000000,373.1255476,377.3365286,371.0608414,374.7773126,4718
20151027,000000,374.7977047,381.6749607,374.7977047,381.6290783,4862
20151028,000000,381.6647646,385.6769221,377.6118228,385.6769221,4841
20151029,000000,385.7482946,390.5812366,384.9020200,386.4008438,4727
20151030,000000,386.5028046,388.4910402,384.5502552,384.5604513,4745
20151102,000000,384.9122161,393.3341782,384.9122161,392.9518252,4736
20151103,000000,392.8498644,393.1251585,389.0875108,391.9220211,4732
20151104,000000,391.9984917,393.3035899,388.0730009,390.7290797,4742
20151105,000000,390.5710405,390.5710405,385.4067260,388.9804520,4024
20151106,000000,388.7663343,388.7663343,382.9494707,387.7467263,4731
20151109,000000,387.5580988,387.5580988,382.9290785,385.0753534,4681
20151110,000000,384.9326082,388.1596676,384.1220199,387.3133929,4726
20151111,000000,387.5326086,388.5624127,383.2247648,383.2859413,4717
20151112,000000,383.0463334,383.0463334,376.4341756,376.4341756,4716
20151113,000000,376.3526069,379.6255486,375.2820185,376.0773128,4725
20151116,000000,376.1843716,380.1965291,375.3686852,380.1455487,4730
20151117,000000,380.2780977,384.5706474,379.1616270,381.9043725,4721
20151118,000000,381.9706470,389.7757462,381.9706470,389.4290795,4712
20151119,000000,389.3475109,389.3475109,382.3326078,382.8220197,4723
20151120,000000,383.0361374,387.3643733,383.0361374,385.3302554,4728
20151123,000000,385.3710397,387.1604517,383.9180983,385.0141769,4714
20151124,000000,384.8561376,386.3855496,382.1388823,385.8961378,4719
20151125,000000,385.9777064,388.8580990,385.9420202,388.1647656,4719
20151127,000000,388.2310401,389.7655502,388.2208440,389.0875108,2555
20151130,000000,389.1945697,389.7094717,383.6122159,383.6122159,4722
20151201,000000,383.8059414,390.1326090,383.8059414,389.9541776,4320
20151202,000000,390.0510404,391.4326092,386.1051574,386.5231967,4728
20151203,000000,386.5996673,387.1808439,375.9855480,377.4282934,4716
20151204,000000,377.6373130,386.7526085,377.6373130,386.4518242,4703
20151207,000000,386.5945693,386.9565301,381.6545685,383.4184904,4733
20151208,000000,383.3165296,385.6718240,380.4922154,384.5247650,4737
20151209,000000,383.1533923,386.2275104,379.1004505,380.4259409,4708
20151210,000000,380.3851566,385.7431966,380.2016271,383.4082943,4718
20151211,000000,382.8526079,382.8526079,376.5463324,376.9745678,4725
20151214,000000,377.2396659,378.8914308,373.1102535,378.7843720,4712
20151215,000000,379.4267250,386.0643731,379.4267250,384.5655494,4735
20151216,000000,385.2282946,390.5761385,383.6173139,389.9439816,4730
20151217,000000,389.9541776,390.4792758,385.4628044,385.4933926,4612
20151218,000000,385.3710397,385.3710397,380.2679016,380.2831958,4752
20151221,000000,380.6298625,383.4949610,380.5788821,383.4643727,4733
20151222,000000,383.6733924,386.3396673,382.5977059,385.8451574,4732
20151223,000000,386.4059418,390.8871190,386.4059418,390.1377071,4703
20151224,000000,390.0714326,391.7486877,389.5718246,390.5659424,2554
20151228,000000,390.3416287,390.3416287,387.6396675,388.8275108,4724
20151229,000000,388.9906481,394.3741783,388.9906481,393.6553547,4715
20151230,000000,393.6655508,393.8388841,391.5906485,391.8302564,4714
20151231,000000,391.3204524,391.9780995,388.3330009,388.3635892,4743
20160104,000000,388.0933930,388.0933930,377.4079012,380.8490782,4726
20160105,000000,381.0580978,384.5196670,381.0580978,382.7455491,4741
20160106,000000,381.7055489,382.0726078,376.4902540,379.1361368,4703
20160107,000000,378.3561366,378.3561366,370.1788805,371.0200571,4691
20160108,000000,371.1475081,374.3082929,365.0502522,365.7537818,4737
20160111,000000,365.9831936,367.8745664,356.1694666,361.4816242,4679
20160112,000000,361.7518204,368.7004489,359.4780945,365.7384876,4737
20160113,000000,365.8863308,368.1804488,353.6459368,354.0639760,4668
20160114,000000,354.2831918,365.5957425,351.9126032,363.3678990,4620
20160115,000000,362.2055459,362.2055459,352.5855444,358.1678982,4652
20160119,000000,358.6726042,363.1333892,353.2788779,357.0208392,4717
20160120,000000,356.6741725,362.0882910,346.3914258,358.4890748,4701
20160121,000000,358.4992708,360.6863300,353.8957407,356.5977019,4718
20160122,000000,356.7812314,363.5973108,356.7812314,362.7408401,4699
20160125,000000,362.7051538,364.1122129,358.9529964,359.1773102,4495
20160126,000000,359.2588788,362.6643695,356.4651529,361.8282910,4706
20160127,000000,361.7518204,364.8871150,354.9816232,357.3369177,4341
20160128,000000,358.1220159,358.1220159,346.7686808,348.7110340,4626
20160129,000000,348.6600536,355.0478978,347.9055437,355.0478978,4678
20160201,000000,354.0690741,357.4439766,350.5514265,355.9502508,4639
20160202,000000,355.3180939,355.3180939,349.2463282,350.4341716,4834
20160203,000000,350.6686814,352.4326032,344.1737784,352.1216228,4658
20160204,000000,351.3110344,354.5890742,347.5282888,350.8165246,4539
20160205,000000,350.6126030,350.6126030,341.4973074,343.4957391,4663
20160208,000000,343.3580920,343.3580920,333.8502474,337.8878951,4687
20160209,000000,337.4851500,343.7965235,334.3855416,340.3349543,4474
20160210,000000,341.0741701,348.8639752,341.0741701,343.3784842,4683
20160211,000000,342.5627978,342.5627978,334.9463260,337.5463264,4686
20160212,000000,338.1275030,342.4353468,336.6337773,342.4353468,4685
20160216,000000,342.6290723,349.1902498,342.6290723,349.1647596,4661
20160217,000000,349.2514263,354.5635840,349.2514263,354.4208388,4710
20160218,000000,354.4412310,355.9298587,350.7808383,351.4741717,4695
20160219,000000,351.3824070,352.2337797,348.6345634,351.5608384,4712
20160222,000000,351.9329953,356.3224078,351.9329953,356.2765254,4705
20160223,000000,356.0827999,357.2604471,353.2227994,353.3604465,4706
20160224,000000,351.4894658,355.0733880,347.4824064,354.6604467,3847
20160225,000000,354.8439762,359.2078984,354.6706428,359.1773102,4569
20160226,000000,359.1773102,362.0729969,358.4329963,358.8357415,4686
20160229,000000,358.8561336,358.8561336,353.0800543,353.1718190,4731
20160301,000000,353.2890740,361.1961340,352.8149562,361.1961340,4648
20160302,000000,361.1400556,361.9710361,359.5443690,361.9710361,4672
20160303,000000,361.7977027,361.7977027,357.8161335,360.7577026,4690
20160304,000000,360.7577026,362.5216244,358.6012316,360.2580946,4685
20160307,000000,360.1306436,364.6271149,357.7855452,363.3678990,4428
20160308,000000,362.4043695,362.4043695,357.7855452,358.1729963,4679
20160309,000000,358.3361336,359.9878985,356.0573097,358.5349571,4675
20160310,000000,359.1671141,362.7612323,355.8431920,358.4839767,4308
20160311,000000,358.9428003,365.7741739,358.9428003,365.7741739,4642
20160314,000000,365.6467229,365.6467229,363.2659382,364.2957423,4696
20160315,000000,363.2863304,363.2863304,356.9443686,357.8875060,4698
20160316,000000,357.2451530,359.3149572,354.0996623,356.6537804,4687
20160317,000000,356.5722117,356.5722117,349.1749557,352.9475053,4687
20160318,000000,352.9729955,358.2902512,352.8149562,357.7396629,4745
20160321,000000,357.5612315,360.1765260,357.2043687,359.6157416,4710
20160322,000000,359.4933886,364.4639776,358.6777022,363.4086834,4701
20160323,000000,362.8580950,364.1020168,360.3294672,360.6812320,4715
20160324,000000,360.6251535,361.7365262,357.5357413,360.4008398,4721
20160328,000000,360.4875064,361.7212321,358.7031924,359.1926043,4700
